,name,job_title,industry,location,overall_rating,work_life_balance,culture_values,diversity_inclusion,career_opp,comp_benefits,total employee estimate
1464,aldi, Store Assistant,retail,"Manchester, England, England",4,5.0,3.0,4.0,4.0,2.0,268
1465,aldi, Store Assistant,printing,"Manchester, England, England",4,5.0,3.0,4.0,4.0,2.0,7
1466,aldi, Assistant Store Manager,retail,"Birmingham, England, England",4,2.0,2.0,2.0,3.0,3.0,268
1467,aldi, Assistant Store Manager,printing,"Birmingham, England, England",4,2.0,2.0,2.0,3.0,3.0,7
1468,aldi, Deputy Manager,retail,"Derby, England, England",4,3.0,4.0,3.0,4.0,4.0,268
1469,aldi, Deputy Manager,printing,"Derby, England, England",4,3.0,4.0,3.0,4.0,4.0,7
1470,aldi, Personal Banker,retail,"Wigan, England, England",3,3.0,3.0,3.0,2.0,2.0,268
1471,aldi, Personal Banker,printing,"Wigan, England, England",3,3.0,3.0,3.0,2.0,2.0,7
1472,aldi, Store Assistant,retail,"Gateshead, England, England",4,3.0,3.0,4.0,3.0,3.0,268
1473,aldi, Store Assistant,printing,"Gateshead, England, England",4,3.0,3.0,4.0,3.0,3.0,7
1474,aldi, Area Manager,retail,"Bury, North West England, England, England",4,4.0,4.0,4.0,4.0,4.0,268
1475,aldi, Area Manager,printing,"Bury, North West England, England, England",4,4.0,4.0,4.0,4.0,4.0,7
1476,aldi, HGV DriverClass1,retail,"Bathgate, Scotland, Scotland",5,3.0,4.0,4.0,1.0,4.0,268
1477,aldi, HGV DriverClass1,printing,"Bathgate, Scotland, Scotland",5,3.0,4.0,4.0,1.0,4.0,7
1480,aldi, Store Assistant,retail,"Peterborough, England, England",4,2.0,5.0,4.0,3.0,4.0,268
1481,aldi, Store Assistant,printing,"Peterborough, England, England",4,2.0,5.0,4.0,3.0,4.0,7
1482,aldi, Customer Advisor,retail,"Manchester, England, England",5,5.0,5.0,5.0,5.0,5.0,268
1483,aldi, Customer Advisor,printing,"Manchester, England, England",5,5.0,5.0,5.0,5.0,5.0,7
1484,aldi, Retail Store Assistant,retail,"Milngavie, Scotland, Scotland",4,2.0,4.0,5.0,3.0,3.0,268
1485,aldi, Retail Store Assistant,printing,"Milngavie, Scotland, Scotland",4,2.0,4.0,5.0,3.0,3.0,7
1486,aldi, Store Assistant,retail,"London, England, England",1,1.0,1.0,1.0,1.0,1.0,268
1487,aldi, Store Assistant,printing,"London, England, England",1,1.0,1.0,1.0,1.0,1.0,7
1488,aldi, Retail Store Manager,retail,"Newcastle upon Tyne, England, England",2,1.0,1.0,2.0,1.0,3.0,268
1489,aldi, Retail Store Manager,printing,"Newcastle upon Tyne, England, England",2,1.0,1.0,2.0,1.0,3.0,7
1490,aldi, Assistant Manager,retail,"Cardiff, Wales, Wales",5,4.0,4.0,5.0,5.0,5.0,268
1491,aldi, Assistant Manager,printing,"Cardiff, Wales, Wales",5,4.0,4.0,5.0,5.0,5.0,7
1492,aldi, Deputy Manager,retail,"Maidstone, England, England",5,5.0,5.0,5.0,5.0,5.0,268
1493,aldi, Deputy Manager,printing,"Maidstone, England, England",5,5.0,5.0,5.0,5.0,5.0,7
1494,aldi, Store Assistant,retail,"Dagenham, England, England",5,5.0,4.0,3.0,5.0,4.0,268
1495,aldi, Store Assistant,printing,"Dagenham, England, England",5,5.0,4.0,3.0,5.0,4.0,7
1496,aldi, Store Manager,retail,"Blackpool, England, England",3,1.0,3.0,4.0,3.0,4.0,268
1497,aldi, Store Manager,printing,"Blackpool, England, England",3,1.0,3.0,4.0,3.0,4.0,7
1498,aldi, Buying Assistant,retail,"Coventry, England, England",4,5.0,4.0,4.0,2.0,5.0,268
1499,aldi, Buying Assistant,printing,"Coventry, England, England",4,5.0,4.0,4.0,2.0,5.0,7
1500,aldi, Customer Assistant,retail,"Bedford, England, England",4,3.0,4.0,2.0,3.0,4.0,268
1501,aldi, Customer Assistant,printing,"Bedford, England, England",4,3.0,4.0,2.0,3.0,4.0,7
1504,aldi, Deputy Store Manager,retail,"Gillingham, England, England",5,5.0,5.0,5.0,5.0,5.0,268
1505,aldi, Deputy Store Manager,printing,"Gillingham, England, England",5,5.0,5.0,5.0,5.0,5.0,7
1506,aldi, Manager,retail,"Leeds, England, England",1,1.0,1.0,1.0,3.0,5.0,268
1507,aldi, Manager,printing,"Leeds, England, England",1,1.0,1.0,1.0,3.0,5.0,7
1508,aldi, Store Assistant,retail,"Nottingham, England, England",5,2.0,5.0,5.0,3.0,3.0,268
1509,aldi, Store Assistant,printing,"Nottingham, England, England",5,2.0,5.0,5.0,3.0,3.0,7
1512,aldi, Night Selector,retail,"Neston, South West England, England, England",1,3.0,3.0,3.0,1.0,3.0,268
1513,aldi, Night Selector,printing,"Neston, South West England, England, England",1,3.0,3.0,3.0,1.0,3.0,7
1514,aldi, Store Manager,retail,"Newquay, England, England",5,2.0,3.0,1.0,1.0,3.0,268
1515,aldi, Store Manager,printing,"Newquay, England, England",5,2.0,3.0,1.0,1.0,3.0,7
1516,aldi, Aldi Store Assistant,retail,"Nottingham, England, England",4,2.0,3.0,3.0,4.0,3.0,268
1517,aldi, Aldi Store Assistant,printing,"Nottingham, England, England",4,2.0,3.0,3.0,4.0,3.0,7
1520,aldi, Store Manager,retail,"Newcastle upon Tyne, England, England",1,1.0,1.0,2.0,4.0,1.0,268
1521,aldi, Store Manager,printing,"Newcastle upon Tyne, England, England",1,1.0,1.0,2.0,4.0,1.0,7
1522,aldi, Store Assistant,retail,"York, England, England",5,5.0,5.0,5.0,5.0,5.0,268
1523,aldi, Store Assistant,printing,"York, England, England",5,5.0,5.0,5.0,5.0,5.0,7
1524,aldi, Store Assistant,retail,"Polmont, Scotland, Scotland",4,1.0,4.0,4.0,3.0,5.0,268
1525,aldi, Store Assistant,printing,"Polmont, Scotland, Scotland",4,1.0,4.0,4.0,3.0,5.0,7
1526,aldi, Store Assistant,retail,"Stoke-on-Trent, England, England",4,2.0,5.0,3.0,4.0,5.0,268
1527,aldi, Store Assistant,printing,"Stoke-on-Trent, England, England",4,2.0,5.0,3.0,4.0,5.0,7
1530,aldi, Order Picker,retail,Dubai,1,1.0,1.0,1.0,1.0,1.0,268
1531,aldi, Order Picker,printing,Dubai,1,1.0,1.0,1.0,1.0,1.0,7
1532,aldi, Retail Sales Assistant,retail,"Dundee, Scotland, Scotland",5,5.0,5.0,5.0,5.0,5.0,268
1533,aldi, Retail Sales Assistant,printing,"Dundee, Scotland, Scotland",5,5.0,5.0,5.0,5.0,5.0,7
1534,aldi, Store Manager,retail,"Glasgow, Scotland, Scotland",3,2.0,3.0,4.0,2.0,4.0,268
1535,aldi, Store Manager,printing,"Glasgow, Scotland, Scotland",3,2.0,3.0,4.0,2.0,4.0,7
1536,aldi, Store Manager,retail,"Bathgate, Scotland, Scotland",1,1.0,1.0,1.0,1.0,1.0,268
1537,aldi, Store Manager,printing,"Bathgate, Scotland, Scotland",1,1.0,1.0,1.0,1.0,1.0,7
1540,aldi, Store Leader,retail,"London, England, England",4,3.0,4.0,4.0,4.0,3.0,268
1541,aldi, Store Leader,printing,"London, England, England",4,3.0,4.0,4.0,4.0,3.0,7
1546,aldi, Customer Assistant,retail,"High Wycombe, England, England",4,4.0,5.0,5.0,5.0,5.0,268
1547,aldi, Customer Assistant,printing,"High Wycombe, England, England",4,4.0,5.0,5.0,5.0,5.0,7
1550,aldi, Deputy Manager,retail,"Bolton, England, England",3,2.0,3.0,3.0,3.0,3.0,268
1551,aldi, Deputy Manager,printing,"Bolton, England, England",3,2.0,3.0,3.0,3.0,3.0,7
1552,aldi, Retail Store Assistant,retail,"Leicester, England, England",4,2.0,4.0,4.0,4.0,4.0,268
1553,aldi, Retail Store Assistant,printing,"Leicester, England, England",4,2.0,4.0,4.0,4.0,4.0,7
1554,aldi, Sales Assistant,retail,"York, England, England",4,5.0,4.0,4.0,2.0,4.0,268
1555,aldi, Sales Assistant,printing,"York, England, England",4,5.0,4.0,4.0,2.0,4.0,7
1558,aldi, Customer Assistant,retail,"London, England, England",4,3.0,4.0,5.0,4.0,5.0,268
1559,aldi, Customer Assistant,printing,"London, England, England",4,3.0,4.0,5.0,4.0,5.0,7
1562,aldi, Machine Operator,retail,"London, England, England",5,5.0,4.0,5.0,5.0,5.0,268
1563,aldi, Machine Operator,printing,"London, England, England",5,5.0,4.0,5.0,5.0,5.0,7
1564,aldi, Store Assistant,retail,"Aberdeen, Scotland, Scotland",3,3.0,3.0,4.0,3.0,3.0,268
1565,aldi, Store Assistant,printing,"Aberdeen, Scotland, Scotland",3,3.0,3.0,4.0,3.0,3.0,7
1566,aldi, Store Assistant,retail,"Horwich, England, England",4,4.0,5.0,5.0,5.0,5.0,268
1567,aldi, Store Assistant,printing,"Horwich, England, England",4,4.0,5.0,5.0,5.0,5.0,7
1568,aldi, Store Assistant,retail,"Blackburn, England, England",4,3.0,5.0,5.0,5.0,5.0,268
1569,aldi, Store Assistant,printing,"Blackburn, England, England",4,3.0,5.0,5.0,5.0,5.0,7
1570,aldi, Anonymous Employee,retail,"Edinburgh, Scotland, Scotland",2,3.0,3.0,3.0,2.0,2.0,268
1571,aldi, Anonymous Employee,printing,"Edinburgh, Scotland, Scotland",2,3.0,3.0,3.0,2.0,2.0,7
1572,aldi, Store Assistant,retail,"Oxford, England, England",2,1.0,1.0,1.0,1.0,1.0,268
1573,aldi, Store Assistant,printing,"Oxford, England, England",2,1.0,1.0,1.0,1.0,1.0,7
1576,aldi, Store Assistant,retail,"Liverpool, England, England",4,1.0,1.0,5.0,3.0,2.0,268
1577,aldi, Store Assistant,printing,"Liverpool, England, England",4,1.0,1.0,5.0,3.0,2.0,7
1578,aldi, Store Assistant,retail,"Cheltenham, England, England",3,5.0,4.0,3.0,3.0,5.0,268
1579,aldi, Store Assistant,printing,"Cheltenham, England, England",3,5.0,4.0,3.0,3.0,5.0,7
1580,aldi, Deputy Manager,retail,"Stoke-on-Trent, England, England",5,4.0,5.0,5.0,4.0,4.0,268
1581,aldi, Deputy Manager,printing,"Stoke-on-Trent, England, England",5,4.0,5.0,5.0,4.0,4.0,7
1582,aldi, Graduate Area Manager,retail,"Birmingham, England, England",5,5.0,5.0,5.0,5.0,5.0,268
1583,aldi, Graduate Area Manager,printing,"Birmingham, England, England",5,5.0,5.0,5.0,5.0,5.0,7
1586,aldi, Aldi Area Manager Graduate Scheme,retail,"London, England, England",3,2.0,2.0,2.0,4.0,5.0,268
1587,aldi, Aldi Area Manager Graduate Scheme,printing,"London, England, England",3,2.0,2.0,2.0,4.0,5.0,7
1590,aldi, Stock Controller,retail,"Bolton, England, England",5,5.0,3.0,3.0,3.0,3.0,268
1591,aldi, Stock Controller,printing,"Bolton, England, England",5,5.0,3.0,3.0,3.0,3.0,7
1592,aldi, Anonymous Employee,retail,"Birmingham, England, England",4,3.0,4.0,5.0,3.0,4.0,268
1593,aldi, Anonymous Employee,printing,"Birmingham, England, England",4,3.0,4.0,5.0,3.0,4.0,7
1594,aldi, Corporate Buying Assistant,retail,"Birmingham, England, England",2,2.0,3.0,3.0,2.0,3.0,268
1595,aldi, Corporate Buying Assistant,printing,"Birmingham, England, England",2,2.0,3.0,3.0,2.0,3.0,7
1596,aldi, Deputy Manager,retail,"Leek, England, England",3,2.0,3.0,3.0,5.0,5.0,268
1597,aldi, Deputy Manager,printing,"Leek, England, England",3,2.0,3.0,3.0,5.0,5.0,7
1598,aldi, Store Manager,retail,"Birmingham, England, England",3,3.0,3.0,1.0,2.0,5.0,268
1599,aldi, Store Manager,printing,"Birmingham, England, England",3,3.0,3.0,1.0,2.0,5.0,7
1600,aldi, Sales Associate,retail,"Prudhoe, England, England",1,1.0,1.0,1.0,1.0,1.0,268
1601,aldi, Sales Associate,printing,"Prudhoe, England, England",1,1.0,1.0,1.0,1.0,1.0,7
1602,aldi, Student,retail,"Edinburgh, Scotland, Scotland",5,5.0,5.0,5.0,3.0,2.0,268
1603,aldi, Student,printing,"Edinburgh, Scotland, Scotland",5,5.0,5.0,5.0,3.0,2.0,7
1604,aldi, Deputy Manager,retail,"London, England, England",5,5.0,5.0,5.0,5.0,5.0,268
1605,aldi, Deputy Manager,printing,"London, England, England",5,5.0,5.0,5.0,5.0,5.0,7
1606,aldi, Store Assistant,retail,"Glasgow, Scotland, Scotland",5,5.0,5.0,5.0,5.0,5.0,268
1607,aldi, Store Assistant,printing,"Glasgow, Scotland, Scotland",5,5.0,5.0,5.0,5.0,5.0,7
1608,aldi, Store Assistant,retail,"Southend-on-Sea, England, England",2,1.0,1.0,1.0,3.0,2.0,268
1609,aldi, Store Assistant,printing,"Southend-on-Sea, England, England",2,1.0,1.0,1.0,3.0,2.0,7
1610,aldi, Store Assistant,retail,"Bolton, England, England",3,1.0,2.0,4.0,2.0,2.0,268
1611,aldi, Store Assistant,printing,"Bolton, England, England",3,1.0,2.0,4.0,2.0,2.0,7
1614,aldi, Anonymous Employee,retail,"Atherstone, England, England",1,2.0,1.0,1.0,1.0,2.0,268
1615,aldi, Anonymous Employee,printing,"Atherstone, England, England",1,2.0,1.0,1.0,1.0,2.0,7
1616,aldi, Caretaker,retail,"Stratford-upon-Avon, England, England",3,5.0,3.0,3.0,5.0,5.0,268
1617,aldi, Caretaker,printing,"Stratford-upon-Avon, England, England",3,5.0,3.0,3.0,5.0,5.0,7
1618,aldi, Area Manager,retail,"Cardiff, Wales, Wales",5,3.0,5.0,5.0,5.0,5.0,268
1619,aldi, Area Manager,printing,"Cardiff, Wales, Wales",5,3.0,5.0,5.0,5.0,5.0,7
1620,aldi, Finance Associate,retail,"Atherstone, England, England",3,2.0,3.0,3.0,1.0,4.0,268
1621,aldi, Finance Associate,printing,"Atherstone, England, England",3,2.0,3.0,3.0,1.0,4.0,7
1622,aldi, Manager,retail,"Aberdeen, Scotland, Scotland",2,1.0,2.0,1.0,1.0,4.0,268
1623,aldi, Manager,printing,"Aberdeen, Scotland, Scotland",2,1.0,2.0,1.0,1.0,4.0,7
1624,aldi, Marketing Assistant,retail,"London, England, England",5,3.0,2.0,1.0,3.0,2.0,268
1625,aldi, Marketing Assistant,printing,"London, England, England",5,3.0,2.0,1.0,3.0,2.0,7
1628,aldi, Aldi Assistant Manager,retail,"London, England, England",1,1.0,1.0,1.0,1.0,1.0,268
1629,aldi, Aldi Assistant Manager,printing,"London, England, England",1,1.0,1.0,1.0,1.0,1.0,7
1630,aldi, Store Assistant,retail,"Montréal, QC",2,4.0,2.0,4.0,1.0,1.0,268
1631,aldi, Store Assistant,printing,"Montréal, QC",2,4.0,2.0,4.0,1.0,1.0,7
1632,aldi, Store Assistant,retail,"Québec, QC",3,3.0,3.0,4.0,4.0,3.0,268
1633,aldi, Store Assistant,printing,"Québec, QC",3,3.0,3.0,4.0,4.0,3.0,7
1636,aldi, Assistant Manager,retail,"Derby, England, England",5,4.0,5.0,5.0,5.0,5.0,268
1637,aldi, Assistant Manager,printing,"Derby, England, England",5,4.0,5.0,5.0,5.0,5.0,7
1640,aldi, Reatail Assistant,retail,"Manchester, England, England",3,3.0,4.0,4.0,3.0,5.0,268
1641,aldi, Reatail Assistant,printing,"Manchester, England, England",3,3.0,4.0,4.0,3.0,5.0,7
1644,aldi, ASM,retail,"Exeter, England, England",4,2.0,3.0,5.0,5.0,5.0,268
1645,aldi, ASM,printing,"Exeter, England, England",4,2.0,3.0,5.0,5.0,5.0,7
1646,aldi, Deputy Manager,retail,"Neston, North West England, England, England",5,4.0,5.0,5.0,2.0,5.0,268
1647,aldi, Deputy Manager,printing,"Neston, North West England, England, England",5,4.0,5.0,5.0,2.0,5.0,7
1648,aldi, Store Assistant,retail,"Carlisle, England, England",3,4.0,3.0,4.0,3.0,4.0,268
1649,aldi, Store Assistant,printing,"Carlisle, England, England",3,4.0,3.0,4.0,3.0,4.0,7
1650,aldi, Store Assistant,retail,"Derby, England, England",4,1.0,1.0,1.0,1.0,1.0,268
1651,aldi, Store Assistant,printing,"Derby, England, England",4,1.0,1.0,1.0,1.0,1.0,7
1652,aldi, Store Assistant,retail,"Northampton, England, England",5,5.0,5.0,5.0,5.0,5.0,268
1653,aldi, Store Assistant,printing,"Northampton, England, England",5,5.0,5.0,5.0,5.0,5.0,7
1654,aldi, Surveyor,retail,"Atherstone, England, England",3,1.0,2.0,2.0,3.0,3.0,268
1655,aldi, Surveyor,printing,"Atherstone, England, England",3,1.0,2.0,2.0,3.0,3.0,7
1660,aldi, Deputy Manager,retail,"Wrexham, Wales, Wales",3,2.0,3.0,5.0,5.0,4.0,268
1661,aldi, Deputy Manager,printing,"Wrexham, Wales, Wales",3,2.0,3.0,5.0,5.0,4.0,7
1662,aldi, Aldi Store Assistant,retail,"Leicester, England, England",5,3.0,4.0,5.0,5.0,4.0,268
1663,aldi, Aldi Store Assistant,printing,"Leicester, England, England",5,3.0,4.0,5.0,5.0,4.0,7
1664,aldi, Graduate Area Manager,retail,"London, England, England",1,1.0,1.0,2.0,3.0,5.0,268
1665,aldi, Graduate Area Manager,printing,"London, England, England",1,1.0,1.0,2.0,3.0,5.0,7
1666,aldi, Logistic Assistant,retail,"Southend-on-Sea, England, England",5,5.0,5.0,5.0,5.0,5.0,268
1667,aldi, Logistic Assistant,printing,"Southend-on-Sea, England, England",5,5.0,5.0,5.0,5.0,5.0,7
1668,aldi, Store Assistant,retail,"Sawley, East Midlands, England, England",4,5.0,5.0,5.0,2.0,5.0,268
1669,aldi, Store Assistant,printing,"Sawley, East Midlands, England, England",4,5.0,5.0,5.0,2.0,5.0,7
1670,aldi, Deputy Store Manager,retail,"Northampton, England, England",5,2.0,4.0,5.0,4.0,3.0,268
1671,aldi, Deputy Store Manager,printing,"Northampton, England, England",5,2.0,4.0,5.0,4.0,3.0,7
1672,aldi, Store Assistant,retail,"Manchester, England, England",2,2.0,1.0,1.0,2.0,1.0,268
1673,aldi, Store Assistant,printing,"Manchester, England, England",2,2.0,1.0,1.0,2.0,1.0,7
1674,aldi, Customer Assistant,retail,"Nashville, TN",5,4.0,5.0,5.0,5.0,5.0,268
1675,aldi, Customer Assistant,printing,"Nashville, TN",5,4.0,5.0,5.0,5.0,5.0,7
1676,aldi, Store Assistant,retail,"Hillside, IL",3,3.0,3.0,3.0,4.0,4.0,268
1677,aldi, Store Assistant,printing,"Hillside, IL",3,3.0,3.0,3.0,4.0,4.0,7
1680,aldi, Store Assistant,retail,"Wirral, England, England",4,4.0,4.0,5.0,3.0,3.0,268
1681,aldi, Store Assistant,printing,"Wirral, England, England",4,4.0,4.0,5.0,3.0,3.0,7
1682,aldi, Store Manager,retail,"Canterbury, England, England",5,3.0,5.0,3.0,3.0,5.0,268
1683,aldi, Store Manager,printing,"Canterbury, England, England",5,3.0,5.0,3.0,3.0,5.0,7
1688,aldi, Deputy Store Manager,retail,"Swansea, Wales, Wales",1,1.0,1.0,3.0,1.0,1.0,268
1689,aldi, Deputy Store Manager,printing,"Swansea, Wales, Wales",1,1.0,1.0,3.0,1.0,1.0,7
1690,aldi, Warehouse Worker,retail,"Livingston, Scotland, Scotland",4,3.0,3.0,2.0,3.0,4.0,268
1691,aldi, Warehouse Worker,printing,"Livingston, Scotland, Scotland",4,3.0,3.0,2.0,3.0,4.0,7
1694,aldi, Store Assistant,retail,"Glasgow, Scotland, Scotland",3,1.0,3.0,4.0,2.0,1.0,268
1695,aldi, Store Assistant,printing,"Glasgow, Scotland, Scotland",3,1.0,3.0,4.0,2.0,1.0,7
1696,aldi, Customer Service Representative,retail,"Leeds, England, England",3,3.0,4.0,4.0,4.0,3.0,268
1697,aldi, Customer Service Representative,printing,"Leeds, England, England",3,3.0,4.0,4.0,4.0,3.0,7
1700,aldi, Retail Store Assistant,retail,"Ashby, England, England",4,2.0,3.0,5.0,5.0,4.0,268
1701,aldi, Retail Store Assistant,printing,"Ashby, England, England",4,2.0,3.0,5.0,5.0,4.0,7
1702,aldi, Till Assistant,retail,"London, England, England",3,3.0,3.0,3.0,3.0,4.0,268
1703,aldi, Till Assistant,printing,"London, England, England",3,3.0,3.0,3.0,3.0,4.0,7
1704,aldi, Sales Associate,retail,"Birmingham, England, England",3,3.0,3.0,5.0,3.0,2.0,268
1705,aldi, Sales Associate,printing,"Birmingham, England, England",3,3.0,3.0,5.0,3.0,2.0,7
1710,aldi, Store Assistant,retail,"Manchester, England, England",5,5.0,5.0,5.0,5.0,5.0,268
1711,aldi, Store Assistant,printing,"Manchester, England, England",5,5.0,5.0,5.0,5.0,5.0,7
1712,aldi, Sales Associate,retail,"Milton Keynes, England, England",1,1.0,2.0,3.0,1.0,2.0,268
1713,aldi, Sales Associate,printing,"Milton Keynes, England, England",1,1.0,2.0,3.0,1.0,2.0,7
1716,aldi, Customer Assistant,retail,"London, England, England",1,1.0,2.0,4.0,2.0,2.0,268
1717,aldi, Customer Assistant,printing,"London, England, England",1,1.0,2.0,4.0,2.0,2.0,7
1728,aldi, Store Assistant,retail,"Aylesbury, England, England",4,2.0,5.0,4.0,2.0,2.0,268
1729,aldi, Store Assistant,printing,"Aylesbury, England, England",4,2.0,5.0,4.0,2.0,2.0,7
1730,aldi, Deputy Store Manager,retail,"Coventry, England, England",1,1.0,1.0,1.0,1.0,1.0,268
1731,aldi, Deputy Store Manager,printing,"Coventry, England, England",1,1.0,1.0,1.0,1.0,1.0,7
1732,aldi, Sales Assistant,retail,"Scunthorpe, England, England",5,3.0,5.0,5.0,4.0,4.0,268
1733,aldi, Sales Assistant,printing,"Scunthorpe, England, England",5,3.0,5.0,5.0,4.0,4.0,7
1738,aldi, Sales,retail,"Maidstone, England, England",3,3.0,3.0,3.0,3.0,3.0,268
1739,aldi, Sales,printing,"Maidstone, England, England",3,3.0,3.0,3.0,3.0,3.0,7
1740,aldi, Sales Assistant,retail,"Washington, North East England, England, England",1,1.0,1.0,1.0,1.0,1.0,268
1741,aldi, Sales Assistant,printing,"Washington, North East England, England, England",1,1.0,1.0,1.0,1.0,1.0,7
