,name,job_title,industry,location,overall_rating,work_life_balance,culture_values,diversity_inclusion,career_opp,comp_benefits,total employee estimate
5791,asda, Sales Assistant,retail,"London, England, England",5,3.0,5.0,5.0,3.0,5.0,28211
5797,asda, Customer Services Assistant,retail,"Northampton, England, England",4,4.0,4.0,5.0,3.0,4.0,28211
5798,asda, Sales Associate,retail,"Rochdale, England, England",3,3.0,4.0,4.0,3.0,4.0,28211
5799,asda, TILL OPERATOR,retail,"Belfast, Northern Ireland, Northern Ireland",4,2.0,3.0,5.0,3.0,3.0,28211
5800,asda, Ambient Shopfloor Assistant,retail,"Hyde, England, England",2,4.0,1.0,1.0,3.0,2.0,28211
5801,asda, People Team,retail,"Leeds, England, England",5,5.0,5.0,4.0,4.0,5.0,28211
5813,asda, Customer Assistant,retail,"Glasgow, Scotland, Scotland",5,5.0,5.0,5.0,5.0,5.0,28211
5814,asda, Customer Assistant,retail,"Glasgow, Scotland, Scotland",5,5.0,5.0,5.0,5.0,5.0,28211
5818,asda, Loader,retail,"Lancaster, England, England",3,5.0,3.0,4.0,3.0,1.0,28211
5820,asda, Sales Assistant,retail,"Brighton Marina village, England, England",1,1.0,1.0,1.0,1.0,1.0,28211
5821,asda, Customer Service,retail,"Thurmaston, England, England",1,1.0,1.0,3.0,2.0,1.0,28211
5823,asda, Store Colleague,retail,"Sunderland, North East England, England, England",1,1.0,1.0,1.0,1.0,1.0,28211
5826,asda, Checkout Operator,retail,"Bishop Auckland, England, England",1,1.0,1.0,1.0,1.0,1.0,28211
5828,asda, Section Leader,retail,"Blyth, North East England, England, England",3,2.0,3.0,3.0,3.0,4.0,28211
5829,asda, Asda Produce Colleague,retail,"London, England, England",3,3.0,5.0,4.0,3.0,3.0,28211
5830,asda, ASDA Colleague,retail,"Totton, England, England",4,4.0,4.0,4.0,4.0,3.0,28211
5831,asda, Asda,retail,"Chorley, England, England",5,5.0,5.0,5.0,3.0,3.0,28211
5832,asda, Asda,retail,"Chorley, England, England",5,5.0,5.0,5.0,3.0,3.0,28211
5834,asda, Checkout Operator,retail,"Bishopbriggs, Scotland, Scotland",4,4.0,5.0,5.0,3.0,3.0,28211
5837,asda, Sales Associate,retail,"Saint Helens, West Midlands, England, England",5,2.0,5.0,5.0,4.0,5.0,28211
5838,asda, Store Assistant,retail,"Hoddesdon, East of England, England, England",4,5.0,4.0,5.0,4.0,4.0,28211
5839,asda, Customer Sales Assistant,retail,"Hartlepool, England, England",5,4.0,5.0,5.0,5.0,4.0,28211
5840,asda, Warehouse Worker,retail,"Bristol, England, England",3,3.0,3.0,3.0,3.0,3.0,28211
5843,asda, Retail Assistant,retail,"Gillingham, South West England, England, England",5,5.0,5.0,5.0,5.0,5.0,28211
5845,asda, Stacker,retail,"London, England, England",4,3.0,4.0,5.0,5.0,4.0,28211
5846,asda, Buying Manager,retail,"Lutterworth, England, England",1,1.0,1.0,1.0,1.0,1.0,28211
5847,asda, ASDA Colleague,retail,"Harrow, England, England",5,3.0,5.0,4.0,4.0,4.0,28211
5849,asda, Home Shopping Assistant,retail,"Blackpool, England, England",3,3.0,5.0,5.0,3.0,1.0,28211
5850,asda, Slaesperson,retail,"Wolverhampton, England, England",4,3.0,4.0,4.0,2.0,2.0,28211
5854,asda, Pharmacy Dispenser,retail,"London, England, England",3,3.0,4.0,5.0,3.0,1.0,28211
5856,asda, Sales,retail,"London, England, England",3,1.0,4.0,4.0,3.0,1.0,28211
5857,asda, Sales,retail,"London, England, England",3,1.0,4.0,4.0,3.0,1.0,28211
5859,asda, Shopfloor Assistant,retail,"Leeds, England, England",3,4.0,2.0,3.0,2.0,3.0,28211
5860,asda, Asda Process Colleague,retail,Hong Kong,4,4.0,4.0,5.0,4.0,4.0,28211
5861,asda, Personal Shopper,retail,"London, England, England",5,1.0,3.0,5.0,1.0,3.0,28211
5863,asda, ASDA Colleague,retail,"Perry Barr, England, England",1,1.0,1.0,1.0,1.0,1.0,28211
5865,asda, Checkout Operator,retail,"Redditch, England, England",3,4.0,3.0,5.0,2.0,4.0,28211
5866,asda, Home Shopping Picker,retail,"Cookstown, Northern Ireland, Northern Ireland",5,5.0,5.0,5.0,5.0,5.0,28211
5867,asda, Sales Assistant,retail,"Birmingham, England, England",5,3.0,3.0,3.0,3.0,3.0,28211
5868,asda, Shop Floor Assistant,retail,"Bridgend, Wales, Wales",4,3.0,4.0,5.0,5.0,4.0,28211
5869,asda, Store Colleague,retail,"London, England, England",3,4.0,2.0,1.0,3.0,3.0,28211
5872,asda, ASDA Colleague,retail,"Rotherham, England, England",4,2.0,3.0,5.0,2.0,3.0,28211
5874,asda, Checkout Assistant,retail,"Bristol, England, England",4,4.0,3.0,3.0,3.0,3.0,28211
5879,asda, Sales Associate,retail,"Manchester, England, England",3,2.0,2.0,2.0,2.0,2.0,28211
5883,asda, Ambient Team Member,retail,"Mitcham, England, England",4,3.0,5.0,5.0,4.0,3.0,28211
5885,asda, Security Section Leader,retail,"Birmingham, England, England",2,2.0,2.0,2.0,2.0,2.0,28211
5890,asda, Retail Sales Assistant,retail,"Birmingham, IA",5,5.0,5.0,5.0,5.0,5.0,28211
5891,asda, Service Colleague,retail,"Glasgow, Scotland, Scotland",5,5.0,5.0,5.0,5.0,5.0,28211
5894,asda, Store Colleague,retail,"London, England, England",3,4.0,3.0,2.0,3.0,4.0,28211
5896,asda, Delivery Driver,retail,"Andover, England, England",4,1.0,1.0,1.0,3.0,2.0,28211
5899,asda, Unemployed,retail,"Bewdley, England, England",4,5.0,5.0,4.0,5.0,5.0,28211
5900,asda, Warehouse Operations Associate,retail,"Stoke-on-Trent, England, England",3,5.0,4.0,5.0,3.0,5.0,28211
5901,asda, Advertising Manager,retail,"Dartford, England, England",4,4.0,4.0,4.0,4.0,3.0,28211
5906,asda, Section Leader,retail,"Canterbury, England, England",2,2.0,3.0,3.0,3.0,2.0,28211
5907,asda, Shelf Stacker,retail,"Shefford, England, England",5,4.0,3.0,4.0,1.0,3.0,28211
5910,asda, Store Colleague,retail,"Wakefield, England, England",4,4.0,4.0,4.0,4.0,4.0,28211
5911,asda, CSA ,retail,"Durham, England, England",1,1.0,1.0,1.0,1.0,1.0,28211
5912,asda, Grocery Home Shopper,retail,"Radcliffe, England, England",4,3.0,4.0,4.0,3.0,2.0,28211
5916,asda, Warehouse Team Manager,retail,"Warrington, North West England, England, England",4,3.0,3.0,3.0,4.0,5.0,28211
5917,asda, Customer Assistant,retail,"Birmingham, England, England",4,3.0,3.0,3.0,3.0,3.0,28211
5919,asda, Home Shopping Delivery Driver,retail,"Belfast, Northern Ireland, Northern Ireland",4,4.0,3.0,4.0,3.0,4.0,28211
5920,asda, Services Colleague,retail,"Cardiff, Wales, Wales",4,4.0,4.0,4.0,2.0,3.0,28211
5921,asda, TILL OPERATOR,retail,Newcastle,1,1.0,1.0,1.0,1.0,1.0,28211
5922,asda, Checkout Operator,retail,"Hayes, England, England",3,3.0,3.0,5.0,3.0,2.0,28211
5923,asda, Department Manager,retail,"Preston, North West England, England, England",3,2.0,2.0,4.0,3.0,4.0,28211
5925,asda, Manager,retail,"Belfast, Northern Ireland, Northern Ireland",3,3.0,4.0,4.0,4.0,4.0,28211
5927,asda, Baker,retail,"Southgate, England, England",1,1.0,1.0,5.0,1.0,1.0,28211
5928,asda, Colleague,retail,"Kettering, England, England",4,5.0,4.0,5.0,4.0,3.0,28211
5933,asda, Research Scientist,retail,"Cardiff, Wales, Wales",5,4.0,4.0,2.0,4.0,4.0,28211
5935,asda, Grocery Staff,retail,"London, England, England",1,1.0,1.0,4.0,1.0,1.0,28211
5939,asda, Sales Assistant,retail,"Stoke-on-Trent, England, England",4,4.0,4.0,2.0,3.0,3.0,28211
5940,asda, Cashier,retail,"Maidenhead, England, England",5,5.0,5.0,5.0,4.0,3.0,28211
5943,asda, E,retail,"Birmingham, England, England",4,2.0,3.0,4.0,3.0,4.0,28211
5945,asda, Server/Waiter,retail,"London, England, England",4,3.0,3.0,3.0,3.0,3.0,28211
5947,asda, ASDA Colleague,retail,"London, England, England",3,3.0,3.0,3.0,3.0,3.0,28211
5949,asda, Customer Assissant,retail,"Hounslow, England, England",3,4.0,3.0,4.0,3.0,4.0,28211
5950,asda, Financial Analyst,retail,"Penns, MS",4,4.0,4.0,4.0,4.0,4.0,28211
5951,asda, Retail Assistant,retail,"Uttoxeter, England, England",4,4.0,5.0,4.0,4.0,4.0,28211
5952,asda, Sales Assistant,retail,"Gwalior, Madhya Pradesh, Madhya Pradesh",5,5.0,5.0,5.0,1.0,5.0,28211
5959,asda," Shop Floor Assistant, Tills, and Pricer",retail,Mangalore,5,5.0,5.0,5.0,5.0,5.0,28211
5960,asda, Supervisor,retail,"Glasgow, Scotland, Scotland",5,4.0,4.0,4.0,4.0,4.0,28211
5964,asda, Delivery Driver,retail,"Aberdeen, Scotland, Scotland",3,4.0,3.0,3.0,1.0,3.0,28211
5967,asda, Cashier,retail,"Wolverhampton, England, England",5,4.0,4.0,3.0,4.0,4.0,28211
5971,asda, Wholesale and Retail Trade Manager,retail,"London, England, England",5,4.0,5.0,5.0,4.0,4.0,28211
5972,asda, Anonymous Employee,retail,"Manchester, England, England",4,3.0,3.0,5.0,3.0,3.0,28211
5974,asda, Warehosue Operative,retail,"Avonmouth, England, England",2,1.0,3.0,3.0,1.0,1.0,28211
5975,asda, Home Shopping Picker,retail,"Runcorn, England, England",3,2.0,2.0,5.0,3.0,4.0,28211
5977,asda, Department Head,retail,"Orlando, FL",1,1.0,1.0,1.0,1.0,1.0,28211
5980,asda, Customer Assistant,retail,"Bournemouth, England, England",3,4.0,1.0,5.0,3.0,2.0,28211
5981,asda, Customer Service Representative,retail,"Havant, England, England",1,1.0,1.0,1.0,1.0,1.0,28211
5983,asda, Grocery Assistant,retail,North West,3,3.0,3.0,3.0,3.0,3.0,28211
5987,asda, Grocery Colleague,retail,"Biggleswade, England, England",5,5.0,5.0,5.0,5.0,5.0,28211
5991,asda, Shelf Stocker,retail,"Coventry, England, England",3,4.0,3.0,5.0,2.0,3.0,28211
5992,asda, Customer Service,retail,"London, England, England",4,4.0,4.0,4.0,4.0,4.0,28211
5993,asda, Chief Financial Officer,retail,"Manchester, England, England",5,3.0,3.0,3.0,3.0,3.0,28211
5994,asda, Customer Service Representative,retail,Lisboa,5,5.0,5.0,5.0,5.0,5.0,28211
5995,asda, Manager,retail,"Sheffield, England, England",3,3.0,1.0,4.0,2.0,2.0,28211
6000,asda, Checkout Assistant,retail,"Minworth, England, England",5,5.0,5.0,5.0,5.0,5.0,28211
6005,asda, Grocery Colleague,retail,"Dundee, Scotland, Scotland",3,3.0,2.0,4.0,3.0,3.0,28211
6006,asda, Store Assistant,retail,"Edinburgh, Scotland, Scotland",3,4.0,3.0,3.0,2.0,3.0,28211
6008,asda, Systems Engineer,retail,"America, AL",5,5.0,5.0,5.0,5.0,5.0,28211
6010,asda, Cashier,retail,"South Shields, England, England",5,5.0,5.0,5.0,5.0,5.0,28211
6013,asda, Checkout Operator,retail,"Manchester, England, England",5,3.0,3.0,1.0,2.0,3.0,28211
6014,asda, Sales Assistant,retail,"London, England, England",2,3.0,4.0,5.0,4.0,4.0,28211
6015,asda, Bakery Assistant,retail,"Cheltenham, England, England",3,4.0,3.0,4.0,4.0,3.0,28211
6018,asda, Cleaner,retail,"London, England, England",3,2.0,5.0,5.0,3.0,3.0,28211
6020,asda, HGV DriverClass1,retail,"Chepstow, Wales, Wales",3,2.0,4.0,2.0,1.0,4.0,28211
6022,asda, Home Delivery Driver,retail,"Huddersfield, England, England",4,5.0,5.0,5.0,5.0,5.0,28211
6032,asda, Stocker,retail,"London, England, England",5,5.0,5.0,5.0,5.0,5.0,28211
6034,asda, Sales Associate,retail,"Nottingham, England, England",5,5.0,5.0,5.0,5.0,4.0,28211
6035,asda, Store Assistant,retail,"Burton upon Trent, England, England",3,3.0,3.0,3.0,3.0,1.0,28211
6037,asda, Nightshift Shift Manager,retail,"Chepstow, Wales, Wales",3,2.0,3.0,4.0,3.0,4.0,28211
6038,asda, Store Assistant,retail,"Northolt, England, England",4,3.0,2.0,4.0,2.0,2.0,28211
6040,asda, Sales Associate/Cashier,retail,"Leeds, England, England",4,4.0,3.0,5.0,4.0,3.0,28211
6042,asda, Anonymous Employee,retail,"Manchester, England, England",1,1.0,1.0,1.0,1.0,1.0,28211
6044,asda, IT Support,retail,"Cardiff, Wales, Wales",3,5.0,3.0,5.0,2.0,5.0,28211
6047,asda, George Retail Assistant,retail,"Enniskillen, Northern Ireland, Northern Ireland",4,5.0,5.0,5.0,2.0,4.0,28211
6048,asda, Sales Assistant,retail,"Kings Hill, England, England",4,2.0,5.0,5.0,2.0,3.0,28211
6050,asda, Buyer,retail,"Lincoln, England, England",5,4.0,5.0,5.0,4.0,3.0,28211
6051,asda, Checkout,retail,"Edinburgh, Scotland, Scotland",3,3.0,2.0,4.0,3.0,2.0,28211
6052,asda, Checkout Operator,retail,"Falkirk, Scotland, Scotland",4,5.0,4.0,4.0,3.0,3.0,28211
6054,asda, Engineering,retail,"Sheffield, England, England",4,4.0,3.0,4.0,2.0,4.0,28211
6057,asda, Retail Assistant,retail,"Bodmin, England, England",4,2.0,3.0,5.0,3.0,3.0,28211
6058,asda, Administrative Assistant,retail,"Basildon, East of England, England, England",1,3.0,3.0,3.0,3.0,3.0,28211
6061,asda, Customer Service Representative,retail,"London, England, England",5,3.0,3.0,4.0,4.0,2.0,28211
6064,asda, Anonymous Employee,retail,Ber,5,5.0,5.0,5.0,5.0,5.0,28211
6066,asda, Seasonal,retail,"Brierley Hill, England, England",3,5.0,3.0,5.0,1.0,1.0,28211
6069,asda, ASDA Colleague,retail,"Bishop Auckland, England, England",4,3.0,2.0,2.0,1.0,2.0,28211
6070,asda, Checkout Operator,retail,"Newtownards, Northern Ireland, Northern Ireland",2,2.0,1.0,2.0,2.0,2.0,28211
6073,asda, Customer Assistant,retail,"Dundonald, Northern Ireland, Northern Ireland",3,3.0,3.0,5.0,3.0,3.0,28211
6074,asda, Director,retail,"Birmingham, England, England",1,1.0,1.0,1.0,1.0,4.0,28211
6075,asda, Grocery Stocker,retail,"Glasgow, Scotland, Scotland",4,4.0,5.0,5.0,3.0,3.0,28211
6076,asda, Sales Assistant,retail,"Newcastle upon Tyne, England, England",4,3.0,4.0,4.0,4.0,3.0,28211
6077,asda, Security Colleague,retail,"Newton Abbot, England, England",2,2.0,2.0,2.0,2.0,2.0,28211
6079,asda, Customer Assistant,retail,"Romford, England, England",4,5.0,4.0,5.0,3.0,4.0,28211
6080,asda, Customer Delivery Driver,retail,"Warrington, North West England, England, England",5,5.0,5.0,5.0,5.0,5.0,28211
6081,asda, Customer Service,retail,"Hanley, England, England",4,3.0,2.0,4.0,3.0,2.0,28211
6082,asda, Sales Associate,retail,"Doncaster, England, England",3,5.0,4.0,5.0,4.0,3.0,28211
6084,asda, Store Assistant,retail,"Edinburgh, Scotland, Scotland",5,5.0,5.0,5.0,4.0,5.0,28211
6086,asda, Customer Service,retail,"Liverpool, England, England",4,4.0,3.0,4.0,4.0,4.0,28211
6090,asda, Shop Floor Assistant,retail,"Edinburgh, Scotland, Scotland",4,5.0,3.0,5.0,5.0,2.0,28211
6095,asda, Asda,retail,"London, England, England",3,3.0,3.0,3.0,3.0,3.0,28211
6099,asda, Geotechnical Engineer,retail,"Ashburn, VA",3,3.0,3.0,3.0,3.0,3.0,28211
6100,asda, Website Merchandiser,retail,"Leeds, England, England",4,5.0,5.0,5.0,4.0,5.0,28211
6103,asda, Delivery Driver,retail,"Redditch, England, England",2,3.0,2.0,3.0,2.0,2.0,28211
6105,asda, Retail Assistant,retail,"Cardiff, Wales, Wales",3,4.0,5.0,5.0,2.0,2.0,28211
6108,asda, Store Assistant,retail,"Aberdeen, Scotland, Scotland",4,4.0,4.0,4.0,4.0,5.0,28211
6109,asda, Store Assistant,retail,"Caerphilly, Wales, Wales",3,3.0,3.0,4.0,3.0,3.0,28211
6112,asda, Human Resources Administrator,retail,"Leeds, England, England",4,2.0,2.0,3.0,3.0,3.0,28211
6114,asda, House Cleaner,retail,"London, England, England",5,4.0,5.0,2.0,2.0,1.0,28211
6118,asda, Website Coordinator,retail,"Lutterworth, England, England",4,3.0,4.0,5.0,4.0,1.0,28211
6119,asda, Anonymous Employee,retail,"Sheffield, England, England",5,5.0,5.0,5.0,5.0,5.0,28211
6127,asda, ASDA Colleague,retail,"Reading, England, England",4,4.0,4.0,4.0,4.0,4.0,28211
6132,asda, Grocery Home Shopper,retail,"Risca, Wales, Wales",3,3.0,3.0,3.0,3.0,2.0,28211
6133,asda, Personal Shopper,retail,"Bradford, Yorkshire and the Humber, England, England",3,3.0,4.0,4.0,5.0,4.0,28211
6136,asda, ASDA Colleague,retail,"London, England, England",3,5.0,3.0,5.0,3.0,3.0,28211
6140,asda, Home Shopping Picker,retail,"Wrexham, Wales, Wales",5,5.0,5.0,5.0,5.0,5.0,28211
6141,asda, Public Affairs Manager,retail,"Leeds, England, England",4,5.0,5.0,5.0,3.0,3.0,28211
6142,asda, Receptionist,retail,"Glasgow, Scotland, Scotland",5,5.0,4.0,5.0,4.0,4.0,28211
6143,asda, Security Officer,retail,"Hull, England, England",1,1.0,1.0,1.0,1.0,1.0,28211
6144,asda, Self Checkout,retail,"Lincoln, England, England",5,3.0,5.0,5.0,3.0,3.0,28211
6145,asda, Store Assistant,retail,"Newcastle upon Tyne, England, England",3,2.0,3.0,3.0,2.0,3.0,28211
6146,asda, Anonymous Employee,retail,"London, England, England",3,4.0,4.0,3.0,3.0,2.0,28211
6148,asda, Home Shopping Picker,retail,"Bristol, England, England",4,3.0,4.0,4.0,4.0,4.0,28211
6149,asda, IT Engineer,retail,"Toronto, ON",3,3.0,3.0,3.0,3.0,4.0,28211
6150,asda, Retail Assistant,retail,"Harlow, England, England",4,5.0,4.0,3.0,3.0,1.0,28211
6154,asda, Delivery Driver,retail,"Manchester, England, England",3,2.0,2.0,3.0,2.0,2.0,28211
6156,asda, SMR,retail,"Leeds, England, England",3,5.0,3.0,2.0,5.0,3.0,28211
6157,asda, Sales Assistant,retail,"Clacton-on-Sea, England, England",5,5.0,5.0,5.0,5.0,5.0,28211
6160,asda, Shop Assistant,retail,"Slough, Berkshire, South East England, England, England",1,1.0,1.0,1.0,1.0,2.0,28211
6161,asda, Shop Floor Assistant,retail,"Boldon, England, England",2,2.0,1.0,3.0,3.0,3.0,28211
6162,asda, Store Colleague,retail,"Walsall, England, England",5,4.0,4.0,5.0,3.0,3.0,28211
6163,asda, Home Shopping Picker,retail,"Preston, North West England, England, England",5,3.0,4.0,5.0,4.0,4.0,28211
6166,asda, Cashier/Online Shopping Picker,retail,"Luton, East of England, England, England",4,3.0,2.0,5.0,2.0,2.0,28211
6167,asda, Checkout Operator,retail,"Alloa, Scotland, Scotland",1,1.0,1.0,2.0,2.0,2.0,28211
6171,asda, Supervisor,retail,"London, England, England",5,4.0,3.0,4.0,5.0,4.0,28211
6173,asda, Warehouse Operative,retail,"Leeds, England, England",3,2.0,3.0,5.0,2.0,2.0,28211
6174,asda, ASDA Colleague,retail,"Liverpool, England, England",5,3.0,3.0,3.0,3.0,3.0,28211
6175,asda, Administrator,retail,"Leeds, England, England",2,4.0,1.0,1.0,3.0,1.0,28211
6176,asda, Ambient Colleague,retail,"Bolton, England, England",4,5.0,4.0,5.0,3.0,3.0,28211
6179,asda, Delivery Driver,retail,"Bridgend, Wales, Wales",2,3.0,2.0,3.0,2.0,2.0,28211
6189,asda, Manager,retail,"Glasgow, Scotland, Scotland",5,5.0,5.0,5.0,5.0,5.0,28211
6193,asda, Shopfloor Assistant,retail,"Huddersfield, England, England",5,5.0,4.0,5.0,5.0,5.0,28211
6194,asda, Store Colleague,retail,"Thornaby-on-Tees, England, England",4,3.0,5.0,5.0,2.0,4.0,28211
6195,asda, Anonymous Employee,retail,"Leeds, England, England",4,4.0,5.0,5.0,4.0,4.0,28211
6196,asda, Associate,retail,"London, England, England",5,3.0,3.0,3.0,3.0,3.0,28211
6197,asda, Cleaner,retail,"Ellesmere Port, England, England",3,2.0,5.0,5.0,3.0,2.0,28211
6201,asda, People Business Partner,retail,"Bristol, England, England",5,4.0,5.0,5.0,3.0,4.0,28211
6202,asda, Shopfloor Assistant,retail,"Cardiff, Wales, Wales",2,4.0,1.0,4.0,2.0,3.0,28211
6203,asda, Chilled Colleague,retail,"Yeovil, England, England",2,3.0,3.0,3.0,3.0,4.0,28211
6206,asda, Home Shopping Colleague,retail,"Patchway, England, England",2,2.0,2.0,3.0,3.0,2.0,28211
6209,asda, Software Engineer,retail,Rusia,5,5.0,5.0,5.0,5.0,5.0,28211
6210,asda, Payroll Specialist,retail,"Middleton, Greater Manchester, North West England, England, England",5,4.0,4.0,4.0,4.0,4.0,28211
6211,asda, Service Staff,retail,"Birmingham, England, England",1,1.0,3.0,3.0,1.0,1.0,28211
6212,asda, ASDA Colleague,retail,Asdum,5,5.0,5.0,5.0,5.0,5.0,28211
6219,asda, Dot Com Personal Shopper,retail,"Leyton, England, England",2,1.0,2.0,2.0,2.0,2.0,28211
6220,asda, Order Picker,retail,"Reading, England, England",3,3.0,3.0,4.0,4.0,3.0,28211
6221,asda, Part Time Cashier,retail,"London, England, England",3,2.0,3.0,4.0,3.0,3.0,28211
6223,asda, Anonymous Employee,retail,"Rushden, East Midlands, England, England",1,2.0,2.0,4.0,5.0,2.0,28211
6224,asda, Buyer,retail,"Leeds, England, England",4,3.0,5.0,5.0,4.0,3.0,28211
