,name,job_title,industry,location,overall_rating,work_life_balance,culture_values,diversity_inclusion,career_opp,comp_benefits,total employee estimate
6226,asda, Sales Associate,retail,"Romford, England, England",4,5.0,3.0,5.0,3.0,3.0,28211
6227,asda, Store Assistant,retail,"Doncaster, England, England",3,3.0,3.0,3.0,3.0,3.0,28211
6230,asda, ASDA Colleague,retail,"Ferring, England, England",5,5.0,5.0,5.0,5.0,5.0,28211
6231,asda, Anonymous Employee,retail,"Birmingham, England, England",5,5.0,5.0,5.0,5.0,5.0,28211
6234,asda, Grocery Team Member,retail,"Ballyclare, Northern Ireland, Northern Ireland",4,4.0,4.0,5.0,4.0,4.0,28211
6236,asda, ASDA Colleague,retail,"Louisville, TN",5,4.0,4.0,5.0,3.0,4.0,28211
6237,asda, ASDA Colleague,retail,"Morley, England, England",5,5.0,5.0,5.0,5.0,5.0,28211
6238,asda, Applications Engineer,retail,Budapest,1,1.0,1.0,1.0,1.0,1.0,28211
6240,asda, Cashier,retail,"London, England, England",5,5.0,5.0,3.0,5.0,5.0,28211
6242,asda, Customer Service Representative,retail,"Manchester, England, England",4,4.0,4.0,3.0,3.0,3.0,28211
6243,asda, Retail Sales Assistant,retail,"Taunton, England, England",5,2.0,5.0,5.0,5.0,1.0,28211
6245,asda, Sales Associate/Cashier,retail,"Belfast, Northern Ireland, Northern Ireland",5,4.0,2.0,4.0,2.0,1.0,28211
6247,asda, Technician,retail,"Perth, Western Australia, Western Australia",4,5.0,5.0,5.0,5.0,5.0,28211
6249,asda, Delivery Driver,retail,"Dartford, England, England",5,4.0,4.0,3.0,4.0,5.0,28211
6250,asda, Delivery Driver,retail,"Cardiff, Wales, Wales",3,3.0,3.0,3.0,3.0,3.0,28211
6253,asda, Manager,retail,"London, England, England",5,3.0,3.0,3.0,3.0,3.0,28211
6254,asda, Sales,retail,"Leeds, England, England",3,3.0,3.0,3.0,3.0,3.0,28211
6255,asda, Shop Floor Assistant,retail,"Lower Earley, England, England",2,2.0,2.0,2.0,2.0,2.0,28211
6256,asda, Store Colleague,retail,"Leicester, England, England",2,2.0,2.0,2.0,2.0,2.0,28211
6259,asda, Cashier/Supervisor,retail,"London, England, England",5,5.0,5.0,5.0,5.0,5.0,28211
6261,asda, Home Shopping Picker,retail,"Dartford, England, England",5,5.0,5.0,5.0,5.0,5.0,28211
6262,asda, Manager,retail,"Runcorn, England, England",1,1.0,1.0,1.0,2.0,2.0,28211
6264,asda, Supply Chain Analyst,retail,"Leeds, England, England",5,5.0,5.0,3.0,5.0,5.0,28211
6270,asda, Warehouse Colleague,retail,"Newcastle under Lyme, England, England",2,3.0,3.0,2.0,1.0,4.0,28211
6272,asda, ASDA Colleague,retail,"Hastings, England, England",4,3.0,3.0,3.0,3.0,3.0,28211
6273,asda, Administrative Assistant,retail,"London, England, England",3,3.0,3.0,2.0,2.0,3.0,28211
6277,asda, ECTM,retail,"Stockport, England, England",4,3.0,4.0,4.0,4.0,4.0,28211
6278,asda, Manager,retail,"Manchester, England, England",5,4.0,5.0,5.0,5.0,5.0,28211
6280,asda, Services Colleague,retail,"Sittingbourne, England, England",5,4.0,4.0,4.0,4.0,4.0,28211
6281,asda, Shop Assistant,retail,"Manchester, England, England",2,1.0,1.0,3.0,2.0,2.0,28211
6282,asda, Shop Floor Assistant ,retail,"Edinburgh, Scotland, Scotland",3,2.0,3.0,5.0,4.0,4.0,28211
6283,asda, Shop Floor Colleague,retail,"Gloucester, England, England",3,3.0,2.0,3.0,3.0,2.0,28211
6285,asda, Warehouse Associate,retail,"Dunstable, England, England",4,4.0,5.0,5.0,3.0,3.0,28211
6286,asda, ASDA Colleague,retail,"Leeds, England, England",3,3.0,3.0,3.0,3.0,3.0,28211
6287,asda, Anonymous Employee,retail,"Wolstanton, England, England",3,3.0,3.0,5.0,4.0,3.0,28211
6288,asda, Category Planner,retail,"Houston, TX",3,3.0,3.0,3.0,3.0,3.0,28211
6293,asda, Section Leader,retail,"Brea, CA",1,1.0,2.0,1.0,4.0,1.0,28211
6294,asda, Section Leader,retail,"Seattle, WA",1,2.0,1.0,1.0,1.0,1.0,28211
6296,asda, Asd,retail,"Little Rock, AR",3,3.0,3.0,3.0,3.0,3.0,28211
6297,asda, Night Manager,retail,"Manchester, England, England",3,3.0,1.0,2.0,3.0,4.0,28211
6298,asda, Personal Shopper,retail,"Dundee, Scotland, Scotland",3,1.0,3.0,5.0,1.0,4.0,28211
6299,asda, QAE,retail,Bangalore,4,4.0,4.0,4.0,4.0,4.0,28211
6305,asda, Customer Service,retail,"London, England, England",4,4.0,3.0,3.0,3.0,3.0,28211
6307,asda, ASDA Colleague,retail,"Reading, England, England",4,5.0,5.0,5.0,5.0,5.0,28211
6308,asda, Customer Team Member,retail,"Larkhall, Scotland, Scotland",2,2.0,1.0,1.0,1.0,2.0,28211
6309,asda, Research Assistant,retail,Bangalore Rural,4,4.0,4.0,4.0,4.0,4.0,28211
6311,asda, Anonymous Employee,retail,"Downpatrick, Northern Ireland, Northern Ireland",2,1.0,1.0,1.0,1.0,1.0,28211
6313,asda, Customer Service,retail,"Lower Earley, England, England",4,4.0,2.0,4.0,2.0,2.0,28211
6314,asda, Delivery Driver,retail,"Taunton, England, England",5,4.0,4.0,5.0,5.0,5.0,28211
6315,asda, Driver/Picker/Cashier,retail,"Thurmaston, England, England",4,4.0,5.0,5.0,5.0,4.0,28211
6316,asda, E,retail,"Bolton, England, England",5,5.0,3.0,5.0,2.0,2.0,28211
6318,asda, Checkout Operator,retail,"Leeds, England, England",3,3.0,1.0,1.0,2.0,3.0,28211
6319,asda, Merchandising Analytics Advocate,retail,"Lutterworth, England, England",4,4.0,5.0,5.0,5.0,3.0,28211
6320,asda, Order Picker,retail,"Cardiff, Wales, Wales",3,2.0,2.0,3.0,2.0,2.0,28211
6323,asda, Sales Assistant,retail,"Falmouth, England, England",4,4.0,3.0,2.0,4.0,4.0,28211
6328,asda, Home Shopping Picker,retail,"Rawtenstall, England, England",4,5.0,4.0,5.0,1.0,2.0,28211
6329,asda, Pharmacy Assistant,retail,"Birmingham, England, England",1,2.0,1.0,3.0,2.0,2.0,28211
6330,asda, Security Officer,retail,"London, England, England",1,1.0,3.0,3.0,1.0,4.0,28211
6334,asda, Administrative Assistant,retail,"London, England, England",4,3.0,3.0,3.0,3.0,3.0,28211
6336,asda, Checkout,retail,"Stockton-on-Tees, England, England",4,5.0,5.0,5.0,5.0,5.0,28211
6339,asda, Customer Assistant,retail,"Poole, England, England",3,3.0,3.0,4.0,3.0,3.0,28211
6341,asda, Deliver Driver,retail,"Enfield, England, England",4,4.0,4.0,5.0,3.0,4.0,28211
6342,asda, Factory,retail,"Manchester, England, England",4,2.0,4.0,3.0,5.0,4.0,28211
6343,asda, Merchandising Assistant,retail,"Leeds, England, England",4,3.0,4.0,5.0,3.0,5.0,28211
6346,asda, Checkout Operator,retail,"London, England, England",5,5.0,5.0,5.0,5.0,5.0,28211
6348,asda, Home Shopping Section Leader,retail,"Brierley Hill, England, England",1,1.0,1.0,5.0,1.0,1.0,28211
6349,asda, Top Dosser,retail,"Widnes, England, England",5,5.0,5.0,5.0,5.0,5.0,28211
6352,asda, Medicine Counter Assistant,retail,"Orlando, FL",4,3.0,3.0,3.0,3.0,4.0,28211
6353,asda, ASDA Colleague,retail,"Heston, England, England",3,3.0,3.0,3.0,3.0,2.0,28211
6354,asda, ASDA Colleague,retail,"Edinburgh, Scotland, Scotland",3,3.0,3.0,3.0,3.0,3.0,28211
6359,asda, Sales Associate/Cashier,retail,"Orlando, FL",4,3.0,3.0,3.0,3.0,3.0,28211
6360,asda, Software Development Engineer In Test (SDET),retail,New Delhi,5,5.0,5.0,5.0,5.0,5.0,28211
6361,asda, Anonymous Employee,retail,"Manchester, England, England",3,3.0,1.0,1.0,1.0,1.0,28211
6363,asda, Department Manager,retail,"Lutterworth, England, England",5,5.0,5.0,5.0,5.0,5.0,28211
6364,asda, Front End Cashier,retail,"Glasgow, Scotland, Scotland",4,3.0,3.0,4.0,2.0,1.0,28211
6366,asda, Security Guard,retail,"Longbenton, England, England",4,2.0,4.0,4.0,2.0,4.0,28211
6368,asda, Change Manager,retail,"Falkirk, Scotland, Scotland",3,3.0,3.0,2.0,3.0,4.0,28211
6369,asda, Customer Assistant,retail,"Bishopbriggs, Scotland, Scotland",3,2.0,3.0,3.0,3.0,3.0,28211
6370,asda, Fresh Section Leader,retail,"Manchester, England, England",4,3.0,4.0,4.0,4.0,3.0,28211
6371,asda, N/A,retail,"London, England, England",4,4.0,4.0,5.0,3.0,3.0,28211
6372,asda, Sales Assistant,retail,"Omagh, Northern Ireland, Northern Ireland",5,5.0,5.0,5.0,5.0,5.0,28211
6374,asda, Seasonal Sales Associate,retail,"Newcastle upon Tyne, England, England",4,5.0,4.0,4.0,3.0,4.0,28211
6376,asda, Administration Assistant,retail,"Barry, Wales, Wales",1,1.0,1.0,1.0,1.0,1.0,28211
6377,asda, Asda Process Colleague,retail,"Cardiff, Wales, Wales",3,3.0,3.0,3.0,2.0,2.0,28211
6380,asda, Manager,retail,"London, England, England",4,4.0,4.0,4.0,4.0,4.0,28211
6383,asda, Assistant Manager,retail,"Reading, England, England",5,5.0,5.0,5.0,5.0,5.0,28211
6384,asda, Checkout Operator,retail,"Gateshead, England, England",3,3.0,3.0,3.0,3.0,3.0,28211
6386,asda, Graduate Student,retail,"Birmingham, England, England",5,3.0,5.0,5.0,5.0,5.0,28211
6387,asda, Section Leader,retail,"Carlisle, England, England",2,3.0,3.0,3.0,3.0,4.0,28211
6389,asda, Administration,retail,"Wakefield, England, England",4,5.0,5.0,5.0,5.0,5.0,28211
6390,asda, Delivery Driver,retail,"North Watford, England, England",1,1.0,1.0,5.0,1.0,1.0,28211
6391,asda, Delivery Driver,retail,"Waterlooville, England, England",5,4.0,4.0,4.0,4.0,4.0,28211
6392,asda, George Colleague,retail,"Grangemouth, Scotland, Scotland",3,3.0,1.0,5.0,1.0,3.0,28211
6394,asda, Team Member,retail,"Norwich, England, England",4,5.0,5.0,5.0,2.0,5.0,28211
6395,asda, Delivery Driver,retail,"Minworth, England, England",2,2.0,2.0,3.0,2.0,1.0,28211
6396,asda, Fresh Production and Replenishment Section Manager,retail,"Somerset, NJ",5,2.0,4.0,5.0,5.0,3.0,28211
6401,asda, ASDA Colleague,retail,"Darlington, South West England, England, England",5,3.0,5.0,4.0,4.0,3.0,28211
6403,asda, Night Shift Stock Replenishment,retail,"Glenrothes, Scotland, Scotland",3,4.0,2.0,2.0,3.0,2.0,28211
6404,asda, Section Leader,retail,"Chelmsford, England, England",1,1.0,1.0,5.0,1.0,2.0,28211
6406,asda, Night Section Leader,retail,"Cardiff, Wales, Wales",3,3.0,4.0,5.0,3.0,4.0,28211
6408,asda, Pharmacy Dispenser,retail,"Sutton in Ashfield, England, England",5,4.0,5.0,5.0,5.0,5.0,28211
6409,asda, Quality Lead,retail,"Memphis, TN",3,3.0,3.0,3.0,3.0,3.0,28211
6410,asda, Security Colleague,retail,"Glasgow, Scotland, Scotland",3,5.0,4.0,4.0,4.0,4.0,28211
6411,asda, Supermarket Assistant,retail,"Glasgow, Scotland, Scotland",2,2.0,3.0,3.0,1.0,2.0,28211
6412,asda, Architectural Designer,retail,"Aberdeen, Scotland, Scotland",4,5.0,3.0,5.0,2.0,3.0,28211
6414,asda, GM Manager,retail,"Newcastle upon Tyne, England, England",3,3.0,3.0,3.0,3.0,3.0,28211
6415,asda, George Sales Assistant,retail,"London, England, England",5,5.0,5.0,4.0,4.0,3.0,28211
6418,asda, Sales Assistant,retail,"Birmingham, England, England",5,2.0,3.0,2.0,5.0,5.0,28211
6419,asda, Sales Associate,retail,"Wolverhampton, England, England",4,4.0,4.0,5.0,4.0,5.0,28211
6420,asda, Shop Assistant,retail,"Manchester, England, England",4,5.0,3.0,4.0,4.0,2.0,28211
6421,asda, Shop Assistant,retail,"London, ON",3,3.0,2.0,3.0,2.0,3.0,28211
6423,asda, Home Delivery Driver,retail,"Aberdeen, Scotland, Scotland",3,3.0,3.0,3.0,2.0,3.0,28211
6426,asda, Cashier,retail,"London, England, England",3,4.0,2.0,2.0,2.0,3.0,28211
6428,asda, Security Guard,retail,"London, England, England",3,2.0,1.0,3.0,3.0,2.0,28211
6431,asda, Customer Assistant,retail,"Lancaster, England, England",3,3.0,3.0,4.0,3.0,4.0,28211
6432,asda, Home Shopping Delivery Driver,retail,"Belfast, Northern Ireland, Northern Ireland",2,1.0,2.0,4.0,1.0,4.0,28211
6436,asda, Checkout Operator,retail,"Brighton, England, England",5,5.0,5.0,5.0,5.0,5.0,28211
6438,asda, Store Assistant,retail,"Boldon, England, England",1,1.0,1.0,1.0,1.0,1.0,28211
6439,asda, Systems Analyst,retail,"Leeds, England, England",4,4.0,5.0,5.0,4.0,4.0,28211
6442,asda, Customer Service Representative,retail,"London, England, England",4,2.0,3.0,3.0,3.0,4.0,28211
6444,asda, Security Guard,retail,"Halifax, England, England",4,5.0,1.0,5.0,1.0,5.0,28211
6445,asda, Supervisor,retail,"Dunstable, England, England",1,1.0,1.0,1.0,1.0,1.0,28211
6446,asda, Order Picker,retail,"London, England, England",4,3.0,4.0,4.0,4.0,4.0,28211
6447,asda, Part Time Cashier,retail,"Barnstaple, England, England",5,5.0,5.0,5.0,5.0,3.0,28211
6448,asda, Retail Assistant,retail,"Asdean, England, England",1,1.0,1.0,1.0,1.0,1.0,28211
6449,asda, Retail Sales Associate,retail,"Truro, England, England",3,3.0,4.0,4.0,3.0,4.0,28211
6451,asda, Store Assistant,retail,"Woking, England, England",4,3.0,3.0,5.0,3.0,2.0,28211
6452,asda, Store Assistant,retail,"Dunstable, England, England",4,4.0,3.0,5.0,3.0,3.0,28211
6454,asda, Store Colleague,retail,"Luton, East of England, England, England",4,4.0,4.0,4.0,4.0,4.0,28211
6455,asda, Warehouse Worker,retail,"South Elmsall, England, England",1,3.0,1.0,5.0,1.0,1.0,28211
6458,asda, Fork Lift Driver,retail,"Birmingham, England, England",4,3.0,3.0,3.0,3.0,3.0,28211
6459,asda, Part Time Grocery Colleague,retail,"Bloxwich, England, England",3,1.0,2.0,3.0,3.0,3.0,28211
6461,asda, ASDA Colleague,retail,"Dunstable, England, England",4,3.0,3.0,5.0,2.0,2.0,28211
6462,asda, Assistant Store Manager,retail,"Newcastle upon Tyne, England, England",4,3.0,4.0,4.0,4.0,4.0,28211
6464,asda, Conslutative Sales Associate,retail,Mumbai,2,2.0,2.0,2.0,2.0,2.0,28211
6465,asda, Customer Assistant,retail,"Birmingham, England, England",4,3.0,3.0,4.0,3.0,2.0,28211
6466,asda, Merchandiser,retail,"Leicester, England, England",4,3.0,4.0,4.0,2.0,3.0,28211
6468,asda, Warehouseman,retail,"Cardiff, Wales, Wales",4,3.0,3.0,3.0,3.0,3.0,28211
6470,asda, ASDA Colleague,retail,"Birmingham, England, England",1,2.0,3.0,4.0,2.0,1.0,28211
6475,asda, Sales Assistant,retail,"Stirling, Scotland, Scotland",5,5.0,5.0,5.0,3.0,3.0,28211
6476,asda, Shop Assistant,retail,"Hatfield, East of England, England, England",4,2.0,2.0,3.0,1.0,3.0,28211
6477,asda, Digital Marketing Specialist,retail,"Phoenix, AZ",1,1.0,1.0,1.0,1.0,1.0,28211
6480,asda, Systems Operations Manager,retail,"Dartford, England, England",4,4.0,4.0,4.0,3.0,3.0,28211
6483,asda, Maritime Operations,retail,"Edinburgh, Scotland, Scotland",3,3.0,4.0,4.0,3.0,3.0,28211
6484,asda, Produce Colleague,retail,"Hastings, England, England",3,4.0,2.0,4.0,3.0,3.0,28211
6485,asda, Section Leader,retail,"Derby, England, England",1,1.0,2.0,1.0,1.0,1.0,28211
6486,asda, Checkout Operator,retail,"Cambridge, East of England, England, England",3,3.0,3.0,5.0,2.0,2.0,28211
6487,asda, Customer Service Representative,retail,"Bradford, Yorkshire and the Humber, England, England",4,4.0,4.0,4.0,4.0,3.0,28211
6489,asda, Customer Service,retail,"London, England, England",4,4.0,5.0,5.0,2.0,3.0,28211
6490,asda, Customer Service Representative,retail,"Dartford, England, England",3,3.0,3.0,1.0,3.0,3.0,28211
6492,asda, Engineer,retail,"Andover, England, England",5,5.0,4.0,5.0,3.0,2.0,28211
6493,asda, Sales Associate,retail,"London, England, England",3,2.0,3.0,2.0,3.0,3.0,28211
6494,asda, Shelf Stacker,retail,"Lowestoft, England, England",1,2.0,1.0,1.0,1.0,1.0,28211
6495,asda, Store Colleague,retail,"Sheffield, England, England",1,1.0,1.0,3.0,1.0,3.0,28211
6498,asda, Front End Colleague,retail,"Glasgow, Scotland, Scotland",4,4.0,4.0,4.0,2.0,3.0,28211
6500,asda, Home Shopping Delivery Driver,retail,"Liverpool, England, England",3,5.0,3.0,4.0,3.0,3.0,28211
6501,asda, Online Shopper,retail,"Coventry, England, England",3,3.0,3.0,5.0,3.0,2.0,28211
6502,asda, Retail Sales Assistant,retail,"Walsall, England, England",4,2.0,3.0,4.0,1.0,3.0,28211
6506,asda, Cashier,retail,"Wolverhampton, England, England",4,5.0,4.0,4.0,4.0,4.0,28211
6511,asda, Retail Assistant,retail,"Hinckley, England, England",3,3.0,3.0,4.0,2.0,1.0,28211
6512,asda, Shop Floor Assistant,retail,"Manchester, England, England",5,5.0,5.0,5.0,3.0,5.0,28211
6513,asda, ASDA Colleague,retail,"Morley, England, England",5,3.0,4.0,5.0,3.0,1.0,28211
6514,asda, Customer Service Agent,retail,"Manchester, England, England",5,5.0,5.0,5.0,5.0,5.0,28211
6520,asda, Self Service,retail,"Swinton, North West England, England, England",3,4.0,3.0,2.0,1.0,2.0,28211
6522,asda, General Store Manager,retail,"Birmingham, England, England",5,1.0,3.0,5.0,1.0,5.0,28211
6524,asda, Customer Assistant,retail,"London, England, England",1,2.0,1.0,3.0,1.0,2.0,28211
6525,asda, Merchandiser,retail,"Leeds, England, England",2,1.0,5.0,2.0,2.0,2.0,28211
6529,asda, Service Assistant,retail,"Bolton, England, England",3,3.0,4.0,5.0,1.0,3.0,28211
6531,asda, Delivery Driver,retail,"Southend-on-Sea, England, England",3,4.0,3.0,3.0,3.0,3.0,28211
6534,asda, Senior Buyer,retail,"Leeds, England, England",3,1.0,2.0,1.0,3.0,2.0,28211
6535,asda, Shelf Stacker,retail,"Fraserburgh, Scotland, Scotland",2,3.0,2.0,3.0,1.0,2.0,28211
6537,asda, Cashier,retail,"Newcastle, England, England",5,3.0,4.0,4.0,2.0,1.0,28211
6539,asda, Part Time Store Colleague,retail,"Bradford, Yorkshire and the Humber, England, England",4,5.0,2.0,2.0,1.0,3.0,28211
6544,asda, Bartender,retail,Melbourne,1,5.0,1.0,5.0,1.0,1.0,28211
6546,asda, General Store Assistant,retail,"Sheffield, England, England",4,2.0,3.0,3.0,4.0,3.0,28211
6547,asda, Home Delivery Driver,retail,"Morley, England, England",3,5.0,4.0,5.0,5.0,4.0,28211
6548,asda, Pharmacy Dispenser,retail,"Leicester, England, England",4,4.0,4.0,4.0,4.0,3.0,28211
6550,asda, Store Colleague,retail,"Wembley, England, England",2,1.0,2.0,4.0,2.0,4.0,28211
6551,asda, Warehouse Associate,retail,"Erith, England, England",3,2.0,3.0,4.0,5.0,4.0,28211
6552,asda, ASDA Colleague,retail,"Portadown, Craigavon, Northern Ireland, Northern Ireland",4,5.0,5.0,5.0,4.0,4.0,28211
6555,asda, Night section Manager,retail,"Bolton, England, England",2,2.0,3.0,4.0,3.0,3.0,28211
6560,asda, Checkout Operator,retail,"Walsall, England, England",3,4.0,4.0,4.0,4.0,4.0,28211
6562,asda, George Specialist,retail,"Leicester, England, England",2,2.0,3.0,4.0,1.0,2.0,28211
6564,asda, Supply Analyst,retail,"Leeds, England, England",3,3.0,3.0,3.0,3.0,3.0,28211
6565,asda, Customer Service Assistant,retail,"Manchester, England, England",5,3.0,4.0,5.0,5.0,3.0,28211
6570,asda, Shop Assistant,retail,Liverpool,5,5.0,3.0,4.0,4.0,4.0,28211
6577,asda, Checkout Operator,retail,"Manchester, England, England",4,3.0,3.0,5.0,3.0,3.0,28211
6578,asda, Customer Service,retail,"Teesside County Borough, England, England",4,5.0,4.0,5.0,1.0,1.0,28211
6580,asda, Retail Assistant,retail,"Swanley, England, England",1,1.0,1.0,2.0,2.0,1.0,28211
6582,asda, Section Leader,retail,"Belfast, Northern Ireland, Northern Ireland",1,1.0,1.0,2.0,1.0,1.0,28211
6588,asda, Section Leader,retail,"Castleford, England, England",3,4.0,5.0,5.0,3.0,4.0,28211
6590,asda, ASDA Colleague,retail,"Halifax, England, England",5,5.0,5.0,5.0,5.0,5.0,28211
6593,asda, Customer Assistant,retail,"Edinburgh, Scotland, Scotland",3,3.0,3.0,3.0,3.0,3.0,28211
6595,asda, Sales Assistant,retail,"London, England, England",4,3.0,3.0,3.0,3.0,3.0,28211
6600,asda, Customer Assistant,retail,"Darlington, North East England, England, England",3,2.0,3.0,5.0,1.0,3.0,28211
6602,asda, Customer Service Representative,retail,"Bradford, Yorkshire and the Humber, England, England",4,3.0,5.0,4.0,3.0,3.0,28211
6604,asda, ASDA Colleague,retail,"Biggleswade, England, England",3,3.0,3.0,4.0,3.0,2.0,28211
6605,asda, Online Support Manager,retail,"Worthing, South East England, England, England",5,1.0,4.0,5.0,5.0,3.0,28211
6607,asda, Trolley Porter,retail,"Edinburgh, Scotland, Scotland",3,4.0,4.0,1.0,4.0,4.0,28211
